"Store No.","Name","Latitude","Longitude","Street","City","State","Zip_Code","County","Phone","Open Hours","URL","Provider","Updated Date","Country","Status","Direction URL","NAICS 1","NAICS 2","SIC 1","SIC 2","Stock Ticker"
"001.005.1727","Chili's Franklin","42.927081","-87.9503","6439 South 27th Street","Franklin","WI","53132","Milwaukee","414-761-5889","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/wisconsin/franklin/east-franklin","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/6439+South+27th+Street,+Franklin,+WI,+53132,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0622","Chili's Allen","33.1009284","-96.6820197","903 W Mcdermott Dr","Allen","TX","75013","Collin","972-727-1004","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/texas/allen/allen","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/903+W+Mcdermott+Dr,+Allen,+TX,+75013,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0816","Chili's Manchester","41.8042679","-72.5546337","250 Buckland Street","Manchester","CT","06042","Hartford","860-648-0833","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/connecticut/manchester/buckland-street","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/250+Buckland+Street,+Manchester,+CT,+06042,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1124","Chili's Thibodaux","29.8120637","-90.8153773","620 N Canal Blvd","Thibodaux","LA","70301","Lafourche Parish","985-447-8144","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/louisiana/thibodaux/thibodaux","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/620+N+Canal+Blvd,+Thibodaux,+LA,+70301,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1318","Chili's Benton","34.6055045","-92.5323667","20725 Interstate-30","Benton","AR","72015","Saline","501-776-0370","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/arkansas/benton/benton","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/20725+Interstate-30,+Benton,+AR,+72015,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0638","Chili's Lewisville","33.015159","-96.9823371","1935 S Stemmons Freeway","Lewisville","TX","75067","Denton","972-316-0932","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/texas/lewisville/lewisville","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1935+S+Stemmons+Freeway,+Lewisville,+TX,+75067,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.856.0575","Chili's Manhattan","39.178076","-96.556005","213 Fort Riley Blvd","Manhattan","KS","66502","Riley","785-537-1250","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 22:00 | saturday:- 11:00 - 22:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/kansas/manhattan/manhattan","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/213+Fort+Riley+Blvd,+Manhattan,+KS,+66502,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1679","Chili's Tooele","40.5481355","-112.2986452","951 North Main Street","Tooele","UT","84074","Tooele","435-599-7690","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/utah/tooele/tooele","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/951+North+Main+Street,+Tooele,+UT,+84074,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1246","Chili's Mechanicsburg","40.2471794","-77.0089089","6416 Carlisle Pike","Mechanicsburg","PA","17050","Cumberland","717-795-1091","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/pennsylvania/mechanicsburg/mechanicsburg","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/6416+Carlisle+Pike,+Mechanicsburg,+PA,+17050,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1710","Chili's Lexington","37.976971","-84.530432","108 Marketplace Drive","Lexington","KY","40503","Fayette","859-971-9392","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/kentucky/lexington/man-owar","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/108+Marketplace+Drive,+Lexington,+KY,+40503,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0243","Chili's Port Charlotte","27.0109009","-82.1432734","1471 Tamiami","Port Charlotte","FL","33948","Charlotte","941-255-0058","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/port-charlotte/port-charlotte","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1471+Tamiami,+Port+Charlotte,+FL,+33948,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0839","Chili's Reading","42.5186676","-71.0918854","70 Walkersbrook Drive","Reading","MA","01867","Middlesex","781-942-4670","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/massachusetts/reading/reading","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/70+Walkersbrook+Drive,+Reading,+MA,+01867,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1330","Chili's Winter Garden","28.5233051","-81.5875334","3142 Daniels Rd","Winter Garden","FL","34787","Orange","407-877-0796","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/winter-garden/winter-garden","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/3142+Daniels+Rd,+Winter+Garden,+FL,+34787,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1297","Chili's Victoria","28.8412098","-97.000537","5004 N Navarro","Victoria","TX","77904","Victoria","361-576-4700","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/texas/victoria/victoria","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/5004+N+Navarro,+Victoria,+TX,+77904,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1066","Chili's Turlock","37.5185501","-120.8807603","2801 Countryside Drive","Turlock","CA","95380","Stanislaus","209-632-6588","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/california/turlock/turlock","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2801+Countryside+Drive,+Turlock,+CA,+95380,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0810","Chili's East Providence","41.8063419","-71.3406593","50 Highland Avenue Rt 6","East Providence","RI","02914","Providence","401-431-4062","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/rhode-island/east-providence/east-providence","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/50+Highland+Avenue+Rt+6,+East+Providence,+RI,+02914,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1545","Chili's Pooler","32.141092","-81.2494749","270 Pooler Parkway","Pooler","GA","31322","Chatham","912-748-2781","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/georgia/pooler/pooler","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/270+Pooler+Parkway,+Pooler,+GA,+31322,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0413","Chili's Ormond Beach","29.2544008","-81.1136057","190 Williamson Blvd","Ormond Beach","FL","32174","Volusia","386-672-7760","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/ormond-beach/ormond-beach","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/190+Williamson+Blvd,+Ormond+Beach,+FL,+32174,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1200","Chili's Newburgh","41.5050873","-74.0683912","1274 Route 300","Newburgh","NY","12550","Orange","845-567-2605","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/new-york/newburgh/newburgh-ny","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1274+Route+300,+Newburgh,+NY,+12550,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1739","Chili's Downers Grove","41.75156","-88.0169","1330a W 75th St","Downers Grove","IL","60516","DuPage","630-963-5515","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/illinois/downers-grove/downers-grove","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1330a+W+75th+St,+Downers+Grove,+IL,+60516,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1365","Chili's Auburn","42.9275821","-76.6084097","1624 Clark Street Road","Auburn","NY","13021","Cayuga","315-252-5545","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/new-york/auburn/fingerlakes-crossing","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1624+Clark+Street+Road,+Auburn,+NY,+13021,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0388","Chili's Merritt Island","28.3577703","-80.6898487","530 E Merritt Island Cswy","Merritt Island","FL","32952","Brevard","321-454-4738","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/merritt-island/merritt-island","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/530+E+Merritt+Island+Cswy,+Merritt+Island,+FL,+32952,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0687","Chili's Tampa","28.1317602","-82.3635532","17643 Bruce B Downs Blvd","Tampa","FL","33647","Hillsborough","813-903-0039","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/tampa/new-tampa","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/17643+Bruce+B+Downs+Blvd,+Tampa,+FL,+33647,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0695","Chili's Owasso","36.2937862","-95.8358952","12301 East 96th Street North","Owasso","OK","74055","Tulsa","918-274-3658","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/oklahoma/owasso/owasso","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/12301+East+96th+Street+North,+Owasso,+OK,+74055,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0397","Chili's Ramsey","41.0648812","-74.1278459","900 State Rt 17 Ste 1","Ramsey","NJ","07446","Bergen","201-327-2226","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/new-jersey/ramsey/ramsey","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/900+State+Rt+17+Ste+1,+Ramsey,+NJ,+07446,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0969","Chili's Smyrna","35.9793195","-86.5628839","610 Sam Ridley Parkway W","Smyrna","TN","37167","Rutherford","615-220-4545","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/tennessee/smyrna/smyrna","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/610+Sam+Ridley+Parkway+W,+Smyrna,+TN,+37167,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.856.0566","Chili's Merriam","39.022739","-94.687368","5880 Antioch","Merriam","KS","66202","Johnson","913-262-0067","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 22:00 | saturday:- 11:00 - 22:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/kansas/merriam/merriam","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/5880+Antioch,+Merriam,+KS,+66202,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.098.0008","Chili's Meridian","32.365945","-88.670978","105 South Frontage Road","Meridian","MS","39301","Lauderdale","601-482-3280","monday:- 10:30 - 22:00 | tuesday:- 10:30 - 22:00 | wednesday:- 10:30 - 22:00 | thursday:- 10:30 - 22:00 | friday:- 10:30 - 23:00 | saturday:- 10:30 - 23:00 | sunday:- 10:30 - 22:00","https://www.chilis.com/locations/us/mississippi/meridian/meridian-valenti","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/105+South+Frontage+Road,+Meridian,+MS,+39301,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
